fixed acidity,volatile acidity,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates
7,0.28,8,70,0.9899,3.09,0.46
7.1,0.23,12,65,0.9898,3.25,0.4
7.8,0.19,42,182,0.996,3.18,0.46
6.3,0.19,28,158,0.9907,3.2,0.64
6.8,0.2,27,103,0.994,3.3699999999999997,0.58
5.7,0.44,28,173,0.9913,3.3299999999999996,0.48000000000000004
7.2,0.4,70,189,0.9976,3.08,0.49
6.8,0.23,43,147,0.9904,3.29,0.54
5.7,0.33499999999999996,13,174,0.992,3.27,0.6599999999999999
7.2,0.4,70,189,0.9976,3.08,0.49
7.2,0.28,54,200,0.999,3.08,0.49
6.8,0.19,51,164,0.9974999999999999,3.12,0.48000000000000004
6.4,0.3,8,210,0.9937,3.2,0.62
6.5,0.3,8,210,0.9937,3.19,0.62
7.8,0.18,46,140,0.998,3.06,0.53
7.8,0.18,46,140,0.998,3.06,0.53
7.3,0.51,7,135,0.9944,3.01,0.52
6,0.24000000000000002,40,170,0.9938,3.64,0.54
5.9,0.62,55,152,0.9907,3.44,0.44
6,0.24000000000000002,40,170,0.9938,3.64,0.54
6.7,0.27,62,138,0.9921,3.21,0.42000000000000004
7.8,0.33999999999999997,8,167,0.9908,3.11,0.41000000000000003
7.3,0.26,31,141,0.9931,3.16,0.59
7.4,0.36,27,55,0.9914999999999999,3.21,0.32999999999999996
7.8,0.28,34,115,0.9952,3.17,0.39
6.1,0.31,28,167,0.9926,3.3699999999999997,0.47000000000000003
6.8,0.18,47,154,0.9934,3.08,0.45
7.4,0.15000000000000002,49,154,0.992,3,0.6
5.9,0.13,20,78,0.9918,3.4299999999999997,0.64
7.2,0.33999999999999997,7,41,0.9942,3.19,0.4
7.9,0.19,8,143,0.9942,3.05,0.74
7.9,0.19,8,143,0.9942,3.05,0.74
6.9,0.25,22,101,0.9901,3.03,0.39
5.8,0.36,22,96,0.9898,3.03,0.38
5.6,0.35,6,72,0.9902,3.3699999999999997,0.33999999999999997
5.9,0.32,24,140,0.9934,3.09,0.45
7.2,0.31,3,29,0.9906,3.04,0.53
6.1,0.28,32,116,0.9898,3.36,0.44
5.2,0.36,24,104,0.9896,3.44,0.35
5.6,0.19,19,112,0.9922,3.56,0.45
6.4,0.1,31,103,0.9947,3.4299999999999997,0.7899999999999999
6.4,0.18,64,150,0.9944999999999999,3.06,0.4
7.4,0.25,53,178,0.9976,3.01,0.48000000000000004
7.4,0.25,53,178,0.9976,3.01,0.48000000000000004
7.4,0.25,53,178,0.9976,3.01,0.48000000000000004
7.9,0.345,54,171,0.9987,3.09,0.51
7.9,0.345,54,171,0.9987,3.09,0.51
7.4,0.25,53,178,0.9976,3.01,0.48000000000000004
6.1,0.24000000000000002,22,61,0.992,3.3099999999999996,0.54
6.8,0.25,41,211,0.9954999999999999,3.3699999999999997,0.6699999999999999
6.7,0.31,10,175,0.9953,3.46,0.55
7.2,0.46,76,192,0.9976,3.16,0.42000000000000004
5.5,0.35,14,167,0.992,3.34,0.6799999999999999
6.7,0.24000000000000002,29,148,0.9952,3.22,0.62
6.8,0.28,49,162,0.9983,3.21,0.51
6.4,0.16,41,149,0.9933,3.4899999999999998,0.58
6.3,0.26,38,172,0.9958,3.4899999999999998,0.64
7.7,0.22,10,87,0.9922,3.3,0.49
6.5,0.18,30,127,0.9928,3.4899999999999998,0.5
7.2,0.46,76,192,0.9976,3.16,0.42000000000000004
7,0.3,40,168,0.9976,3.07,0.52
9.2,0.25,31,93,0.9916,2.9299999999999997,0.37
7.8,0.28,32,118,0.9901,3,0.38
7,0.3,40,168,0.9976,3.07,0.52
7.8,0.28,32,118,0.9901,3,0.38
9.2,0.25,31,93,0.9916,2.9299999999999997,0.37
8.4,0.35,22,160,0.9982,2.98,0.65
6.1,0.41000000000000003,16,137,0.993,3.32,0.5
5.9,0.21000000000000002,53,165,0.9969,3.25,0.39
7.2,0.33999999999999997,51,144,0.991,3.01,0.76
6.7,0.21000000000000002,31,150,0.9953,3.12,0.74
5.9,0.37,39,128,0.9924,3.24,0.48000000000000004
7.7,0.33999999999999997,39,184,0.9969,3.09,0.63
7.4,0.3,16,135,0.9928,3.08,0.77
6.8,0.51,38,165,0.9944999999999999,3.2,0.42000000000000004
7.8,0.22,28,99,0.9967,3.12,0.47000000000000003
7.2,0.35,6,37,0.9944,3.13,0.39
6,0.26,59,153,0.9928,3.08,0.61
6.1,0.26,61,154,0.9929,3.08,0.6
6.5,0.28,44,179,0.9948,3.19,0.69
7.4,0.41000000000000003,77,194,0.9976,3.05,0.46
6.5,0.28,26,107,0.9912,3.32,0.41000000000000003
6.7,0.33999999999999997,44,181,0.9987,3.04,0.56
7.2,0.2,49,151,0.99,3.16,0.39
7.4,0.2,39,138,0.991,3.17,0.44
8.2,0.22,47,185,0.9933,3.13,0.5
8.2,0.23,47,187,0.9933,3.13,0.5
7.1,0.22,48,153,0.9899,3.15,0.38
6.5,0.28,26,107,0.9912,3.32,0.41000000000000003
6,0.38,42,134,0.9912,3.38,0.38
7.4,0.41000000000000003,77,194,0.9976,3.05,0.46
5.7,0.18,25,111,0.994,3.3499999999999996,0.39
7.3,0.3,44,168,0.9947,3.13,0.35
7.4,0.24000000000000002,26,81,0.9954,2.86,0.36
6.6,0.25,32,134,0.993,3.42,0.51
7.4,0.24000000000000002,26,81,0.9954,2.86,0.36
7.4,0.26,38,157,0.9963,3.13,0.48000000000000004
6.1,0.32,37,136,0.992,3.4699999999999998,0.5
6.9,0.28,42,121,0.9926,3.42,0.49
7,0.23,25,136,0.995,3.19,0.58
7.1,0.31,6,148,0.9983,2.94,0.44
7.3,0.2,48,119,0.992,3.32,0.49
6.9,0.41000000000000003,28,152,0.9968,3.2,0.52
6.4,0.45,10,131,0.9904999999999999,2.9699999999999998,0.28
6.4,0.47500000000000003,9,131,0.9904,2.9699999999999998,0.29000000000000004
6.3,0.27,7,140,0.9926,3.4499999999999997,0.5
6.9,0.41000000000000003,28,152,0.9968,3.2,0.52
7,0.29000000000000004,26,127,0.9928,3.17,0.44
5.9,0.27,31,115,0.9949,3.3499999999999996,0.48000000000000004
6.9,0.19,14,55,0.9909,3.08,0.6799999999999999
6.7,0.3,36,160,0.9937,3.11,0.54
7.2,0.24000000000000002,31,106,0.9914,2.88,0.38
6.4,0.45,10,131,0.9904999999999999,2.9699999999999998,0.28
6.4,0.47500000000000003,9,131,0.9904,2.9699999999999998,0.29000000000000004
6.3,0.26,34,134,0.9924,2.9899999999999998,0.61
6.3,0.26,34,134,0.9924,2.9899999999999998,0.61
7.3,0.25,38,158,0.9964999999999999,3.4299999999999997,0.38
7.3,0.25,38,158,0.9964999999999999,3.4299999999999997,0.38
6.1,0.28,48,161,0.9993,3.34,0.48000000000000004
7.4,0.37,12,94,0.9964999999999999,3.48,0.69
6.5,0.36,29,119,0.9908,3.25,0.65
7.4,0.24000000000000002,9,95,0.992,3.09,0.39
7.5,0.23,37,133,0.9978,2.9899999999999998,0.38
7.5,0.21000000000000002,38,133,0.9978,3,0.36
7.5,0.21000000000000002,38,133,0.9978,3,0.36
7.5,0.23,37,133,0.9978,2.9899999999999998,0.38
7.8,0.32,18,101,0.9912,3.21,0.65
7.8,0.26,52,195,0.9928,3.23,0.5
7.7,0.24000000000000002,52,190,0.9928,3.23,0.5
7.4,0.19,33,135,0.993,3.12,0.5
6.5,0.46,59,222,0.9993,3.18,0.58
6.5,0.26,50,171,0.9964999999999999,2.8499999999999996,0.5
5.3,0.32,22,141,0.9937,3.36,0.6
7.2,0.24000000000000002,3,64,0.9913,3.23,0.51
6,0.36,27,128,0.9934,3.2600000000000002,0.55
6.2,0.24000000000000002,49,130,0.9952,3.3299999999999996,0.46
7.6,0.56,22,177,0.9983,3.32,0.45
7,0.32,31,228,0.9957,3.23,0.62
7,0.32,31,228,0.9957,3.23,0.62
5.8,0.31,23,99,0.9916,3.18,0.6
7,0.23,35,144,0.9999,3.22,0.42000000000000004
7,0.23,35,144,0.9999,3.22,0.42000000000000004
6.9,0.24000000000000002,16,131,0.9936,3.2600000000000002,0.64
6,0.29000000000000004,45,187,0.9972,3.3299999999999996,0.42000000000000004
6.1,0.17,46,150,0.9933,3.4299999999999997,0.49
5.9,0.14,34,140,0.9934,3.4899999999999998,0.51
6.2,0.17,39,133,0.9931,3.4099999999999997,0.46
7.4,0.28,25,148,0.9976,3.1,0.62
5.6,0.35,48,198,0.9937,3.3,0.71
5.8,0.33499999999999996,49,197,0.9937,3.3,0.71
5.6,0.23500000000000001,33,127,0.991,3.34,0.5
6.1,0.28,34,189,0.9979,3.25,0.43000000000000005
6.3,0.21000000000000002,68,179,0.9971,3.36,0.5
6.4,0.24000000000000002,34,163,0.9969,3.3099999999999996,0.45
6.4,0.24000000000000002,32,166,0.9968,3.3099999999999996,0.45
6.3,0.26,44,166,0.9961,3.24,0.41000000000000003
6.5,0.32999999999999996,7,151,0.993,3.09,0.5700000000000001
7.4,0.10500000000000001,57,146,0.9973,3.16,0.37
6,0.32,34,190,0.9944,3.16,0.72
7.1,0.26,35,189,0.9986,3.07,0.53
7.1,0.26,35,189,0.9986,3.07,0.53
7.1,0.26,35,189,0.9986,3.07,0.53
7.1,0.26,35,189,0.9986,3.07,0.53
5.9,0.24000000000000002,34,134,0.9972,3.34,0.45
6.5,0.21000000000000002,70,138,0.9917,3.3299999999999996,0.75
7.7,0.27,30,117,0.992,3.11,0.42000000000000004
9,0.27,27,95,0.9932,3.04,0.4
7.3,0.33999999999999997,14,136,0.9936,3.25,0.44
6.6,0.27,41,188,0.9914999999999999,3.24,0.4
7.1,0.28,12,86,0.9934,3.15,0.38
6.8,0.25,47,133,0.9952,3.3699999999999997,0.5
7,0.5700000000000001,23,188,0.9972,3.4,0.47000000000000003
7.1,0.28,12,86,0.9934,3.15,0.38
7.1,0.17,49,182,0.9958,3.3499999999999996,0.52
7.8,0.28,24,130,0.9944,3.2800000000000002,0.48000000000000004
6.8,0.22,38,195,0.9908,3.3499999999999996,0.72
7.1,0.17,49,182,0.9958,3.3499999999999996,0.52
6.1,0.14,37,173,0.9924999999999999,3.3499999999999996,0.46
6.4,0.24000000000000002,60,211,0.9966,3.18,0.5700000000000001
7.8,0.42000000000000004,34,199,0.9972,3.14,0.55
6.6,0.28,22,101,0.9912,3.29,0.5700000000000001
7.1,0.32,46,150,0.995,3.38,0.5
6.7,0.31,18,130,0.9928,3.36,0.63
6.4,0.32,57,206,0.9968,3.08,0.6
6.1,0.28,44,201,0.9954999999999999,3.19,0.4
5.9,0.29000000000000004,48,224,0.9981,3.23,0.41000000000000003
5.8,0.32,23,94,0.991,3.42,0.42000000000000004
5.8,0.32,23,94,0.991,3.42,0.42000000000000004
5.7,0.32,23,94,0.991,3.42,0.42000000000000004
6.7,0.28,64,159,0.992,3.17,0.39
6.8,0.33999999999999997,12,171,0.9931,3.06,0.47000000000000003
5.9,0.25,30,165,0.997,3.24,0.44
6.4,0.27,61,174,0.9948,3.12,0.48000000000000004
8.1,0.46,50,183,0.9923,3.03,0.42000000000000004
6.2,0.36,54,201,0.9976,3.25,0.46
6.8,0.22,21,114,0.9938,3.3,0.53
6.8,0.6699999999999999,22,193,0.9984,3.08,0.6699999999999999
7.2,0.28,61,222,0.9972,3.14,0.5
6.7,0.17,34,125,0.9922,3.2600000000000002,0.6
6.9,0.2,25,136,0.9934999999999999,3.3099999999999996,0.6
6.1,0.36,36,198,0.9944,3.17,0.62
6,0.36,36,191,0.9942,3.17,0.62
5.9,0.37,34,185,0.9944,3.17,0.63
7.6,0.29000000000000004,51,225,0.9997,3.16,0.6599999999999999
6.3,0.33999999999999997,49,198,0.9977,3.23,0.46
6.7,0.19,22,94,0.9912,3.23,0.5700000000000001
7.5,0.31,62,204,0.9982,3.06,0.6
7.5,0.31,62,204,0.9982,3.06,0.6
7.4,0.31,62,204,0.9983,3.06,0.59
8.4,0.4,29,197,0.998,3.06,0.64
5.9,0.33999999999999997,19,135,0.9894,3.4099999999999997,0.7799999999999999
6.6,0.38,20,84,0.9927,3.22,0.45
6.4,0.32999999999999996,30,110,0.9917,3.12,0.42000000000000004
5.6,0.25,18,115,0.9904,3.42,0.5
8.6,0.27,13,41,0.993,2.8899999999999997,0.33999999999999997
6.2,0.31,50,218,0.9941,3.15,0.6
7.2,0.18,57,166,0.9943,3.13,0.62
7.7,0.2,44,130,0.9985499999999999,3.11,0.48000000000000004
6.2,0.47000000000000003,13,98,0.9934499999999999,3.14,0.46
6.1,0.25,51,172,0.998,3.3499999999999996,0.45
8.2,0.27,31,128,0.9916,3.1,0.5
8.2,0.27,31,128,0.9916,3.1,0.5
6.4,0.31,57,213,0.99475,3.32,0.43000000000000005
6,0.39,39,187,0.99325,3.4099999999999997,0.5
6.2,0.21000000000000002,41,150,0.9933,3.4899999999999998,0.71
7.7,0.42000000000000004,22,221,0.9969,3.06,0.61
7,0.27,34,157,1.0002,2.96,0.5
6.2,0.21000000000000002,41,150,0.9933,3.4899999999999998,0.71
7.4,0.29000000000000004,35,127,0.9937,3.4499999999999997,0.5
6.6,0.29000000000000004,62,178,0.99685,3.02,0.45
6,0.3,15,182,0.9945499999999999,3.5,0.52
6.9,0.31,23,128,0.9917,3.3699999999999997,0.47000000000000003
6.6,0.32999999999999996,29,89,0.99035,3.2600000000000002,0.44
7.8,0.3,23,122,0.9914,3.14,0.39
6.4,0.39,35,136,0.99225,3.15,0.46
6.4,0.24000000000000002,41,114,0.9915499999999999,3.3699999999999997,0.6599999999999999
7,0.21000000000000002,19,101,0.9954,2.9899999999999998,0.59
6.4,0.16,42,157,0.9945499999999999,3.3499999999999996,0.47000000000000003
6,0.32999999999999996,12,188,0.9924,3.12,0.62
6.5,0.23,25,139,0.99695,3.3499999999999996,0.56
6.2,0.25,78,240,0.9965499999999999,3.25,0.47000000000000003
8.8,0.28,14,49,0.9934,3.01,0.32999999999999996
6.6,0.25,40,183,0.998,3.02,0.5
6.9,0.38,28,191,0.9971,3.2800000000000002,0.61
6.4,0.25,15,129,0.9948,3.14,0.49
6.6,0.25,40,183,0.998,3.02,0.5
6.9,0.38,28,191,0.9971,3.2800000000000002,0.61
7.1,0.21000000000000002,40,142,0.99215,3.17,0.39
6.4,0.25,15,129,0.9948,3.14,0.49
6.9,0.39,5,19,0.9914999999999999,3.3099999999999996,0.37
5.8,0.2,21,57,0.99115,3.44,0.55
7,0.2,26,136,0.9932,3.2800000000000002,0.61
5.9,0.26,38,152,0.9977,3.3299999999999996,0.43000000000000005
7.4,0.38,24,160,0.99535,3.17,0.43000000000000005
7.4,0.2,34,113,0.99165,3.2600000000000002,0.55
7,0.21000000000000002,31,253,0.9953,3.22,0.56
7.2,0.29000000000000004,56,177,0.9928,3.04,0.32
6.9,0.18,44,176,0.9958,3.3,0.54
7.3,0.3,51,175,0.9928,3.04,0.32
7.2,0.29000000000000004,56,177,0.9928,3.04,0.32
6.9,0.2,78,167,0.9964,3.15,0.55
6.7,0.2,83,160,0.9987,3.16,0.5
7,0.21000000000000002,31,253,0.9953,3.22,0.56
5.9,0.35,14,138,0.9932,3.09,0.5
7.1,0.28,32,107,0.9907,3.25,0.48000000000000004
5.8,0.25,45,175,0.9975499999999999,3.42,0.43000000000000005
6.8,0.22,68,178,0.99935,3.4,0.8500000000000001
7.1,0.14,55,136,0.9932,3.3,0.96
7.1,0.13,54,134,0.9932,3.3,0.97
6.9,0.18,44,176,0.9958,3.3,0.54
7,0.2,42,173,0.99585,3.3,0.54
6.8,0.24000000000000002,55,247,1.00055,3,0.56
5,0.44,38,128,0.9984999999999999,3.3699999999999997,0.5700000000000001
6.3,0.3,36,168,0.99505,3.22,0.69
7.2,0.27,35,135,0.992,2.94,0.46
6.7,0.5,81,238,0.9988,3.08,0.44
6.8,0.2,7,46,0.99175,3.21,0.6
6.7,0.11,41,113,0.9962,3.42,0.4
6.7,0.11,41,113,0.9962,3.42,0.4
6.8,0.12000000000000001,29,120,0.9942,3.4099999999999997,0.46
6.6,0.16,58,140,0.9927,3.12,0.39
6.6,0.21000000000000002,61,144,0.9927,3.12,0.39
6.1,0.27,49,172,0.99985,3.4,0.45
9.1,0.27,28,124,0.997,3.2,0.46
6.4,0.225,29,104,0.9918,3.24,0.58
8.3,0.14,18,98,0.99215,3.02,0.56
7.2,0.23,47,197,0.99865,3.12,0.53
6.9,0.22,59,178,0.9992,3.3699999999999997,0.8200000000000001
8.1,0.17,43,145,1.0006,3.2800000000000002,0.75
6,0.395,7,55,0.99135,3.3699999999999997,0.38
7.8,0.29000000000000004,44,213,0.99715,3.08,0.61
6.9,0.22,59,178,0.9992,3.3699999999999997,0.8200000000000001
8.1,0.17,43,145,1.0006,3.2800000000000002,0.75
7.2,0.23,47,197,0.99865,3.12,0.53
7.6,0.3,31,119,0.99815,3.27,0.3
7.7,0.33999999999999997,31,117,0.99815,3.27,0.29000000000000004
7.7,0.33999999999999997,31,117,0.99815,3.27,0.29000000000000004
5.8,0.33999999999999997,26,116,0.9949,3.46,0.45
7.6,0.3,31,119,0.99815,3.27,0.3
7.7,0.33999999999999997,31,117,0.99815,3.27,0.29000000000000004
5.9,0.24000000000000002,28,92,0.99225,3.3899999999999997,0.69
6.4,0.46,34,144,0.99445,3.1,0.56
5.9,0.24000000000000002,28,92,0.99225,3.3899999999999997,0.69
7.4,0.32,38,173,0.99335,3.03,0.52
7.2,0.31,37,157,0.99625,3.09,0.43000000000000005
7.8,0.42000000000000004,42,215,0.9971,3.02,0.58
6.9,0.24000000000000002,47,153,0.9983,3.2800000000000002,0.77
5.4,0.18,30,113,0.99445,3.42,0.4
6,0.18,14,75,0.99085,3.34,0.58
7.8,0.27,44,161,0.9977,3.06,0.41000000000000003
6,0.28,61,222,0.9953,3.19,0.47000000000000003
6.8,0.39,57,220,0.99775,3.07,0.53
6.6,0.21000000000000002,46,165,0.99795,3.4099999999999997,0.44
7.3,0.32,24,112,0.99505,3.22,0.46
7.8,0.27,44,161,0.9977,3.06,0.41000000000000003
6.4,0.31,57,205,0.9974999999999999,3.17,0.41000000000000003
6.2,0.29000000000000004,55,204,0.99745,3.16,0.41000000000000003
6,0.39,65,246,0.9976,3.15,0.38
6.2,0.3,57,206,0.99775,3.17,0.43000000000000005
6,0.28,61,222,0.9953,3.19,0.47000000000000003
6,0.41000000000000003,17,120,0.9932,3.21,0.56
6.4,0.35,9,160,0.99405,3.42,0.5
6.5,0.26,44,166,1,3.38,0.46
7.9,0.35,44,229,0.99785,3.03,0.59
6.2,0.3,24,125,0.9939,3.01,0.46
8.4,0.18,7,77,0.9939,3.16,0.52
6.6,0.56,27,133,0.99675,3.2,0.51
6.2,0.3,24,125,0.9939,3.01,0.46
6.6,0.56,27,133,0.99675,3.2,0.51
6.6,0.36,24,85,0.98965,3.4099999999999997,0.61
7.3,0.655,28,212,0.9971,2.96,0.58
6.8,0.18,34,104,0.99445,3.3,0.43000000000000005
6.7,0.19,36,117,0.9944999999999999,3.34,0.43000000000000005
8.4,0.18,7,77,0.9939,3.16,0.52
7,0.21000000000000002,36,167,0.9958,3.2600000000000002,0.56
6.8,0.25,24,155,0.9956,3.3299999999999996,0.59
7.4,0.24000000000000002,27,139,0.9905499999999999,3.2800000000000002,0.48000000000000004
7.1,0.16,20,90,0.9959,3.16,0.44
7.1,0.16,21,90,0.9924999999999999,3.16,0.42000000000000004
7.3,0.20500000000000002,34,110,0.9963,3.72,0.69
7.4,0.17,34,161,0.9934999999999999,3.05,0.62
7.3,0.3,34,108,0.99105,3.36,0.53
6.9,0.25,27,82,0.9904499999999999,3.18,0.44
7.3,0.20500000000000002,34,110,0.9963,3.72,0.69
7.5,0.42000000000000004,34,108,0.9915499999999999,3.14,0.45
7.3,0.25,30,177,0.99085,3.25,0.4
7.3,0.25,30,177,0.99085,3.25,0.4
7.3,0.25,30,177,0.99085,3.25,0.4
7.5,0.33999999999999997,12,126,0.9924,3.16,0.39
7.6,0.32999999999999996,12,126,0.9924,3.16,0.39
8.7,0.23,35,169,0.99975,3.12,0.47000000000000003
8.7,0.23,35,169,0.99975,3.12,0.47000000000000003
6.9,0.19,33,101,0.99315,3.21,0.54
7.3,0.21000000000000002,29,118,0.9917,3.3,0.5
7.3,0.21000000000000002,29,118,0.9917,3.3,0.5
6.6,0.22,62,153,0.99845,3.02,0.4
9.2,0.33999999999999997,17,73,0.9921,3.08,0.39
8.7,0.23,35,169,0.99975,3.12,0.47000000000000003
6,0.2,30,105,0.9909,3.3099999999999996,0.47000000000000003
6.9,0.19,33,101,0.99315,3.21,0.54
8.2,0.38,58,166,0.9985499999999999,3.1,0.54
6.9,0.18,40,117,0.9934,3.27,0.9500000000000001
7.7,0.33999999999999997,41,151,0.9978,3.06,0.49
6.9,0.18,40,117,0.9934,3.27,0.9500000000000001
7.4,0.2,30,116,0.9949,3.4899999999999998,0.77
8.2,0.38,58,166,0.9985499999999999,3.1,0.54
8.2,0.4,59,169,0.9986,3.1,0.52
6.7,0.22,60,149,0.99725,3.17,0.54
6.6,0.3,60,166,0.9946,3.18,0.47000000000000003
8.1,0.27,38,103,0.9925499999999999,3.22,0.63
7.3,0.25,57,182,0.9996,3.29,0.75
4.8,0.33999999999999997,33,163,0.9939,3.36,0.61
6.2,0.28,24,111,0.99,3.24,0.5
4.8,0.32999999999999996,34,163,0.9937,3.3499999999999996,0.61
6.1,0.27,26,117,0.9886,3.12,0.3
6.9,0.18,40,117,0.9934,3.27,0.9500000000000001
7.8,0.18,41,143,1,3.24,0.76
7.3,0.28,49,173,0.9994,3.2800000000000002,0.8200000000000001
7.3,0.24000000000000002,37,97,0.9926,3.19,0.7
6,0.45,11,159,0.9956,3.04,0.48000000000000004
7.7,0.33999999999999997,41,151,0.9978,3.06,0.49
6.3,0.26,24,125,0.9914999999999999,3.06,0.33999999999999997
10.3,0.17,5,33,0.9939,2.8899999999999997,0.28
7.7,0.15000000000000002,10,64,0.9932,3.3499999999999996,0.39
7.1,0.21000000000000002,28,141,0.993,3.2,0.5700000000000001
6.9,0.36,57,119,0.9898,3.2800000000000002,0.36
6,0.28,33,104,0.9921,3.19,0.38
6.2,0.16,37,110,0.9932,3.23,0.37
6.9,0.12000000000000001,18,111,0.9919,3.4099999999999997,0.8200000000000001
7.1,0.21000000000000002,28,141,0.993,3.2,0.5700000000000001
8.8,0.36,9,121,0.9953,3.19,0.48000000000000004
7.4,0.26,22,125,0.9928,3.13,0.55
7.4,0.26,22,125,0.9928,3.13,0.55
6.8,0.23,38,236,0.9976,3.3499999999999996,0.52
6.1,0.33999999999999997,20,105,0.9906,3.4,0.6699999999999999
7.3,0.26,39,173,0.9918,3.19,0.51
6.5,0.3,34,90,0.99185,3.3699999999999997,0.6799999999999999
7.3,0.26,39,173,0.9918,3.19,0.51
6.5,0.3,34,90,0.99185,3.3699999999999997,0.6799999999999999
5,0.31,43,166,0.994,3.3,0.63
5.8,0.26,40,114,0.9908,3.42,0.4
5.9,0.26,38,114,0.9928,3.58,0.48000000000000004
7,0.31,33,128,0.9896,3.12,0.36
5.8,0.26,40,114,0.9908,3.42,0.4
5.6,0.19,17,67,0.9918,3.23,0.53
6.8,0.18,52,242,0.9952,3.22,0.53
7,0.29000000000000004,12,87,0.9923,3.08,0.46
6.6,0.26,13,67,0.9914999999999999,3.05,0.49
6.8,0.18,52,242,0.9952,3.22,0.53
6.6,0.2,30,145,0.9947,3.32,0.56
8,0.29000000000000004,26,113,0.9983,3.25,0.37
6.1,0.28,63,229,0.9974999999999999,3.08,0.4
5.9,0.31,60,206,0.995,3.2,0.39
6.9,0.21000000000000002,49,159,0.9944,3.02,0.47000000000000003
8.4,0.19,9,101,0.994,3.06,0.65
8.3,0.27,8,72,0.9944,3.08,0.61
7.1,0.25,30,124,0.9908,3.2800000000000002,0.43000000000000005
8,0.23,23,159,0.99795,3.32,0.47000000000000003
7.5,0.24000000000000002,46,217,0.9984999999999999,3.08,0.53
6.3,0.32999999999999996,24,144,0.99425,3.15,0.63
6.2,0.32999999999999996,22,143,0.99425,3.15,0.63
6.3,0.33999999999999997,22,145,0.9943,3.15,0.63
5.8,0.29000000000000004,11,30,0.9924,3.36,0.35
8,0.32,11.5,88,0.9946,3.24,0.37
5.6,0.29000000000000004,11,30,0.9924,3.36,0.35
7.4,0.13,36,137,0.995,3.36,0.56
7.7,0.3,23,124,0.9919,2.9299999999999997,0.32999999999999996
7,0.24000000000000002,27,107,0.99,3.06,0.39
8.6,0.18,20,107,0.9923,2.94,0.32
7,0.11,59,144,0.9956,3.55,0.44
7.7,0.32,56,153,0.9978,3.13,0.44
7.7,0.32,56,153,0.9978,3.13,0.44
6.5,0.26,69,215,0.9967,3.17,0.43000000000000005
7.9,0.28,50,152,0.9934,3.4499999999999997,0.49
6.3,0.27,13,100,0.9936,3.2800000000000002,0.43000000000000005
5.4,0.595,26,80,0.9932,3.36,0.38
6.7,0.25,52,173,0.9934,3.02,0.48000000000000004
6.5,0.25,47,179,0.998,3.58,0.47000000000000003
6.1,0.36,42,115,0.9978,3.15,0.51
7.7,0.17,21,84,0.9929,3.14,0.4
6.4,0.26,64,230,0.9974,3.08,0.38
6.5,0.26,80,225,0.99685,3.18,0.41000000000000003
5.9,0.29000000000000004,58,205,0.99495,3.2600000000000002,0.41000000000000003
6.2,0.28,64,233,0.99745,3.08,0.38
6.1,0.27,61,230,0.99505,3.12,0.4
6.4,0.43000000000000005,10,67,0.992,3.08,0.41000000000000003
6.1,0.36,42,115,0.9978,3.15,0.51
6.2,0.35,56,244,0.9956,3.36,0.55
7.7,0.24000000000000002,39,194,0.9982,3.06,0.47000000000000003
6.2,0.33999999999999997,40,197,0.99485,3.14,0.6
6.3,0.27,61,212,0.9971,3.25,0.53
5.4,0.41500000000000004,27,88,0.99265,3.54,0.41000000000000003
6.9,0.48000000000000004,31,135,0.9904,3.14,0.38
6.5,0.18,16,131,0.9964999999999999,3.2800000000000002,0.44
6.7,0.15000000000000002,28,105,0.9946,3.52,0.44
8.2,0.345,55,205,0.99965,2.96,0.43000000000000005
8.5,0.16,24,147,0.9934999999999999,2.96,0.36
6.8,0.705,10,57,0.996,3.36,0.52
7.3,0.25,8,84,0.9942,3.18,0.46
7.6,0.345,15,134,0.9936,3.08,0.38
7.6,0.22,26,143,0.9964999999999999,3.08,0.49
6.5,0.17,14,99,0.9928,3.23,0.55
8.2,0.23,39,117,0.9928,2.9899999999999998,0.36
7.6,0.22,26,143,0.9964999999999999,3.08,0.49
7.6,0.345,15,134,0.9936,3.08,0.38
7.5,0.32,13,133,0.9938,3.07,0.38
6.6,0.23,25,79,0.9926,3.3899999999999997,0.54
6.6,0.2,25,78,0.9926,3.3899999999999997,0.54
7.3,0.24000000000000002,38,174,0.9983,3.03,0.42000000000000004
7.3,0.24000000000000002,38,174,0.9983,3.03,0.42000000000000004
8,0.42000000000000004,34,101,0.992,3.13,0.5700000000000001
7.3,0.24000000000000002,38,174,0.9983,3.03,0.42000000000000004
6.1,0.19,23,112,0.9923,3.3699999999999997,0.51
5.9,0.26,36,152,0.9972,3.2800000000000002,0.43000000000000005
8.3,0.23,14,101,0.9928,3.15,0.36
6.5,0.33999999999999997,43,188,0.9928,3.13,0.37
6.8,0.22,38,153,0.9994,3.24,0.42000000000000004
6.5,0.08,23,93,0.991,3.34,0.7
5.5,0.42000000000000004,18,68,0.9906,3.3299999999999996,0.51
5.1,0.42000000000000004,25,102,0.9894,3.38,0.36
6,0.27,24,110,0.9898,3.32,0.47000000000000003
6.8,0.22,38,153,0.9994,3.24,0.42000000000000004
6.5,0.08,23,93,0.991,3.34,0.7
7.1,0.13,14,114,0.9924999999999999,3.32,0.9
7.6,0.3,22,111,0.9956,3.12,0.49
6.6,0.13,47,131,0.9946,3.51,0.45
6.5,0.14,53,189,0.9966,3.25,0.49
